field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
DDLY	ASL0		GUI_INPUTS	"Detector-settling delay"	SPC_MOD		1				
DESC			GUI_COMMON	"Descriptor"					41		
DISA				"Disable"							
DISP				"Disable putField"							
DISS			GUI_SCAN	"Disable Alarm Sevrty"			1				menuAlarmSevr
DISV		"1"	GUI_SCAN	"Disable Value"							
DPT				"Desired Point"	119		1				
DPVT				"Device Private"	SPC_NOMOD		4			"void             *dpvt"	
DSET				"DSET address"	SPC_NOMOD		4			"struct dset      *dset"	
DSTATE	ASL0		GUI_COMMON	"Data state"	SPC_NOMOD		1				sscanDSTATE
DTYP			GUI_LINKS	"Device Type"			1				
EVNT			GUI_SCAN	"Event Number"	SPC_SCAN		1				
EXSC	ASL0			"Execute Scan"	SPC_MOD	TRUE	1				
FAZE	ASL0			"Scan phase"	SPC_NOMOD		1				sscanFAZE
FFO	ASL0		GUI_OUTPUT	"Freeze Flag Override"	117		1				sscanFFO
FLNK			GUI_LINKS	"Forward Process Link"			1				
FPTS	ASL0	"FREEZE"	GUI_OUTPUT	"Freeze Num of Points"	118		1				sscanFPTS
KILL				"Abort right now"	SPC_NOMOD						
LCNT				"Lock Count"	SPC_NOMOD		2				
LPAU	ASL0	"GO"		"Last value of Go/Pause"	SPC_NOMOD						sscanPAUS
LSET				"Lock Set"	SPC_NOMOD		4			"struct lockRecord *lset"	
MLIS				"Monitor List"	SPC_NOMOD		4			"ELLLIST          mlis"	
MLOK				"Monitor lock"	SPC_NOMOD		4			"epicsMutexId     mlok"	
MPTS		"100"	GUI_LINKS	"Max # of Points"	SPC_NOMOD		1				
NAME				"Record Name"	SPC_NOMOD				61		
NPTS	ASL0	"100"	GUI_LINKS	"Number of Points"	116		1				
NSEV				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
P1AR	ASL0		GUI_OUTPUT	"P1 Absolute/Relative"			1				sscanP1AR
P1CA	ASL0			"P1 Current Readback Array"	SPC_DBADDR				4	"double *         p1ca"	
P1CP	ASL0		GUI_INPUTS	"P1 Center Position"	114		1				
P1CV				"P1 Current Value"	SPC_NOMOD		1				
P1DV				"P1 Desired Value"	SPC_MOD		1				
P1EP	ASL0		GUI_INPUTS	"P1 End Position"	113		1				
P1EU	ASL0		GUI_COMPRESS	"P1 Engineering Units"			1		16		
P1FC	ASL0		GUI_OUTPUT	"P1 Freeze Center Pos"	118		1				sscanFPTS
P1FE	ASL0		GUI_OUTPUT	"P1 Freeze End Pos"	118		1				sscanFPTS
P1FI	ASL0		GUI_OUTPUT	"P1 Freeze Step Inc"	118		1				sscanFPTS
P1FS	ASL0		GUI_OUTPUT	"P1 Freeze Start Pos"	118		1				sscanFPTS
P1FW	ASL0		GUI_OUTPUT	"P1 Freeze Width"	118		1				sscanFPTS
P1HR	ASL0		GUI_CONVERT	"P1 High Oper Range"			1				
P1LR	ASL0		GUI_CONVERT	"P1 Low  Oper Range"			1				
P1LV				"P1 Last Value Posted"	SPC_NOMOD		1				
P1NV				"P1  PV Status"	SPC_NOMOD		1				sscanP1NV
P1PA	ASL0			"P1 Step Array"	SPC_DBADDR				4	"double *         p1pa"	
P1PP				"P1 Previous Position"	SPC_NOMOD		1				
P1PR	ASL0		GUI_HIST	"P1 Display Precision"			1				
P1PV	ASL0		GUI_CALC	"Positioner 1 PV Name"	SPC_MOD		1		40		
P1RA	ASL0			"P1 Readback Array"	SPC_DBADDR				4	"double *         p1ra"	
P1SI	ASL0		GUI_INPUTS	"P1 Step Increment"	112		1				
P1SM	ASL0		GUI_OUTPUT	"P1 Step Mode"	120		1				sscanP1SM
P1SP	ASL0		GUI_INPUTS	"P1 Start Position"	111		1				
P1WD	ASL0		GUI_INPUTS	"P1 Scan Width"	115		1				
P2AR	ASL0		GUI_OUTPUT	"P2 Absolute/Relative"			1				sscanP1AR
P2CA	ASL0			"P2 Current Readback Array"	SPC_DBADDR				4	"double *         p2ca"	
P2CP	ASL0		GUI_INPUTS	"P2 Center Position"	114		1				
P2CV				"P2 Current Value"	SPC_NOMOD		1				
P2DV				"P2 Desired Value"	SPC_MOD		1				
P2EP	ASL0		GUI_INPUTS	"P2 End Position"	113		1				
P2EU	ASL0		GUI_COMPRESS	"P2 Engineering Units"			1		16		
P2FC	ASL0		GUI_OUTPUT	"P2 Freeze Center Pos"	118		1				sscanFPTS
P2FE	ASL0		GUI_OUTPUT	"P2 Freeze End Pos"	118		1				sscanFPTS
P2FI	ASL0		GUI_OUTPUT	"P2 Freeze Step Inc"	118		1				sscanFPTS
P2FS	ASL0		GUI_OUTPUT	"P2 Freeze Start Pos"	118		1				sscanFPTS
P2FW	ASL0		GUI_OUTPUT	"P2 Freeze Width"	118		1				sscanFPTS
P2HR	ASL0		GUI_CONVERT	"P2 High Oper Range"			1				
P2LR	ASL0		GUI_CONVERT	"P2 Low  Oper Range"			1				
P2LV				"P2 Last Value Posted"	SPC_NOMOD		1				
P2NV				"P2  PV Status"	SPC_NOMOD		1				sscanP1NV
P2PA	ASL0			"P2 Step Array"	SPC_DBADDR				4	"double *         p2pa"	
P2PP				"P2 Previous Position"	SPC_NOMOD		1				
P2PR	ASL0		GUI_HIST	"P2 Display Precision"			1				
P2PV	ASL0		GUI_CALC	"Positioner 2 PV Name"	SPC_MOD		1		40		
P2RA	ASL0			"P2 Readback Array"	SPC_DBADDR				4	"double *         p2ra"	
P2SI	ASL0		GUI_INPUTS	"P2 Step Increment"	112		1				
P2SM	ASL0		GUI_OUTPUT	"P2 Step Mode"	120		1				sscanP1SM
P2SP	ASL0		GUI_INPUTS	"P2 Start Position"	111		1				
P2WD	ASL0		GUI_INPUTS	"P2 Scan Width"	115		1				
P3AR	ASL0		GUI_OUTPUT	"P3 Absolute/Relative"			1				sscanP1AR
P3CA	ASL0			"P3 Current Readback Array"	SPC_DBADDR				4	"double *         p3ca"	
P3CP	ASL0		GUI_INPUTS	"P3 Center Position"	114		1				
P3CV				"P3 Current Value"	SPC_NOMOD		1				
P3DV				"P3 Desired Value"	SPC_MOD		1				
P3EP	ASL0		GUI_INPUTS	"P3 End Position"	113		1				
P3EU	ASL0		GUI_COMPRESS	"P3 Engineering Units"			1		16		
P3FC	ASL0		GUI_OUTPUT	"P3 Freeze Center Pos"	118		1				sscanFPTS
P3FE	ASL0		GUI_OUTPUT	"P3 Freeze End Pos"	118		1				sscanFPTS
P3FI	ASL0		GUI_OUTPUT	"P3 Freeze Step Inc"	118		1				sscanFPTS
P3FS	ASL0		GUI_OUTPUT	"P3 Freeze Start Pos"	118		1				sscanFPTS
P3FW	ASL0		GUI_OUTPUT	"P3 Freeze Width"	118		1				sscanFPTS
P3HR	ASL0		GUI_CONVERT	"P3 High Oper Range"			1				
P3LR	ASL0		GUI_CONVERT	"P3 Low  Oper Range"			1				
P3LV				"P3 Last Value Posted"	SPC_NOMOD		1				
P3NV				"P3  PV Status"	SPC_NOMOD		1				sscanP1NV
P3PA	ASL0			"P3 Step Array"	SPC_DBADDR				4	"double *         p3pa"	
P3PP				"P3 Previous Position"	SPC_NOMOD		1				
P3PR	ASL0		GUI_HIST	"P3 Display Precision"			1				
P3PV	ASL0		GUI_CALC	"Positioner 3 PV Name"	SPC_MOD		1		40		
P3RA	ASL0			"P3 Readback Array"	SPC_DBADDR				4	"double *         p3ra"	
P3SI	ASL0		GUI_INPUTS	"P3 Step Increment"	112		1				
P3SM	ASL0		GUI_OUTPUT	"P3 Step Mode"	120		1				sscanP1SM
P3SP	ASL0		GUI_INPUTS	"P3 Start Position"	111		1				
P3WD	ASL0		GUI_INPUTS	"P3 Scan Width"	115		1				
P4AR	ASL0		GUI_OUTPUT	"P4 Absolute/Relative"			1				sscanP1AR
P4CA	ASL0			"P4 Current Readback Array"	SPC_DBADDR				4	"double *         p4ca"	
P4CP	ASL0		GUI_INPUTS	"P4 Center Position"	114		1				
P4CV				"P4 Current Value"	SPC_NOMOD		1				
P4DV				"P4 Desired Value"	SPC_MOD		1				
P4EP	ASL0		GUI_INPUTS	"P4 End Position"	113		1				
P4EU	ASL0		GUI_COMPRESS	"P4 Engineering Units"			1		16		
P4FC	ASL0		GUI_OUTPUT	"P4 Freeze Center Pos"	118		1				sscanFPTS
P4FE	ASL0		GUI_OUTPUT	"P4 Freeze End Pos"	118		1				sscanFPTS
P4FI	ASL0		GUI_OUTPUT	"P4 Freeze Step Inc"	118		1				sscanFPTS
P4FS	ASL0		GUI_OUTPUT	"P4 Freeze Start Pos"	118		1				sscanFPTS
P4FW	ASL0		GUI_OUTPUT	"P4 Freeze Width"	118		1				sscanFPTS
P4HR	ASL0		GUI_CONVERT	"P4 High Oper Range"			1				
P4LR	ASL0		GUI_CONVERT	"P4 Low  Oper Range"			1				
P4LV				"P4 Last Value Posted"	SPC_NOMOD		1				
P4NV				"P4  PV Status"	SPC_NOMOD		1				sscanP1NV
P4PA	ASL0			"P4 Step Array"	SPC_DBADDR				4	"double *         p4pa"	
P4PP				"P4 Previous Position"	SPC_NOMOD		1				
P4PR	ASL0		GUI_HIST	"P4 Display Precision"			1				
P4PV	ASL0		GUI_CALC	"Positioner 4 PV Name"	SPC_MOD		1		40		
P4RA	ASL0			"P4 Readback Array"	SPC_DBADDR				4	"double *         p4ra"	
P4SI	ASL0		GUI_INPUTS	"P4 Step Increment"	112		1				
P4SM	ASL0		GUI_OUTPUT	"P4 Step Mode"	120		1				sscanP1SM
P4SP	ASL0		GUI_INPUTS	"P4 Start Position"	111		1				
P4WD	ASL0		GUI_INPUTS	"P4 Scan Width"	115		1				
PACT				"Record active"	SPC_NOMOD		1				
PASM	ASL0		GUI_OUTPUT	"After Scan Mode"			1				sscanPASM
PAUS	ASL0	"GO"		"Go/Pause control"	SPC_MOD		1				sscanPAUS
PCPT				"Point ofLast Posting"	SPC_NOMOD		1				
PDLY	ASL0		GUI_INPUTS	"Positioner-settling delay"	SPC_MOD		1				
PHAS			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PRIO			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC				"Force Processing"		TRUE	3				
PUTF				"dbPutField process"	SPC_NOMOD		1				
PXSC				"Previous XScan"	SPC_NOMOD						
R1CV				"P1 Readback Value"	SPC_NOMOD		1				
R1DL	ASL0		GUI_INPUTS	"P1 Readback Delta"			1				
R1LV				"P1 Rdbk Last Val Pst"	SPC_NOMOD		1				
R1NV				"R1  PV Status"	SPC_NOMOD		1				sscanP1NV
R1PV	ASL0		GUI_CALC	"P1 Readback  PV Name"	SPC_MOD		1		40		
R2CV				"P2 Readback Value"	SPC_NOMOD		1				
R2DL	ASL0		GUI_INPUTS	"P2 Readback Delta"			1				
R2LV				"P2 Rdbk Last Val Pst"	SPC_NOMOD		1				
R2NV				"R2  PV Status"	SPC_NOMOD		1				sscanP1NV
R2PV	ASL0		GUI_CALC	"P2 Readback  PV Name"	SPC_MOD		1		40		
R3CV				"P3 Readback Value"	SPC_NOMOD		1				
R3DL	ASL0		GUI_INPUTS	"P3 Readback Delta"			1				
R3LV				"P3 Rdbk Last Val Pst"	SPC_NOMOD		1				
R3NV				"R3  PV Status"	SPC_NOMOD		1				sscanP1NV
R3PV	ASL0		GUI_CALC	"P3 Readback  PV Name"	SPC_MOD		1		40		
R4CV				"P4 Readback Value"	SPC_NOMOD		1				
R4DL	ASL0		GUI_INPUTS	"P4 Readback Delta"			1				
R4LV				"P4 Rdbk Last Val Pst"	SPC_NOMOD		1				
R4NV				"R4  PV Status"	SPC_NOMOD		1				sscanP1NV
R4PV	ASL0		GUI_CALC	"P4 Readback  PV Name"	SPC_MOD		1		40		
RDES				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RDLY	ASL0		GUI_INPUTS	"Pause resume delay"	SPC_MOD		1				
REFD		"1"		"Reference detector"	SPC_MOD						
RPRO				"Reprocess "	SPC_NOMOD		1				
RPVT				"Ptr to Pvt Struct"	SPC_NOMOD		4		4	"void *           rpvt"	
RSET				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
SCAN			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS			GUI_SCAN	"Scanning Disable"			1				
SEVR		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SMSG				"Record State Msg"			1		40		
SPVT				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
T1CD	ASL0	1.0	GUI_INPUTS	"T1 Cmnd"	SPC_MOD		1				
T1NV				"T1  PV Status"	SPC_NOMOD		1				sscanP1NV
T1PV	ASL0		GUI_CALC	"Trigger 1    PV Name"	SPC_MOD		1		40		
T2CD	ASL0	1.0	GUI_INPUTS	"T2 Cmnd"	SPC_MOD		1				
T2NV				"T2  PV Status"	SPC_NOMOD		1				sscanP1NV
T2PV	ASL0		GUI_CALC	"Trigger 2    PV Name"	SPC_MOD		1		40		
T3CD	ASL0	1.0	GUI_INPUTS	"T3 Cmnd"	SPC_MOD		1				
T3NV				"T3  PV Status"	SPC_NOMOD		1				sscanP1NV
T3PV	ASL0		GUI_CALC	"Trigger 3    PV Name"	SPC_MOD		1		40		
T4CD	ASL0	1.0	GUI_INPUTS	"T4 Cmnd"	SPC_MOD		1				
T4NV				"T4  PV Status"	SPC_NOMOD		1				sscanP1NV
T4PV	ASL0		GUI_CALC	"Trigger 4    PV Name"	SPC_MOD		1		40		
TIME				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TLAP				"Time of Last Array Posting"	SPC_NOMOD		2			"epicsTimeStamp   tlap"	
TOLP				"Time of Last Posting"	SPC_NOMOD		2			"epicsTimeStamp   tolp"	
TPRO				"Trace Processing"							
TSE			GUI_SCAN	"Time Stamp Event"			1				
TSEL			GUI_SCAN	"Time Stamp Link"			1				
UDF		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL				"Value Field"							
VERS		"3"		"Code Version"	SPC_NOMOD						
WAIT				"Wait for client(s)"	SPC_MOD						
WCNT				"Wait count)"	SPC_NOMOD						
WTNG				"Waiting for client(s)"	SPC_NOMOD						
XSC				"Internal execScan"	SPC_NOMOD		1				
